,Unnamed: 0.1,Unnamed: 0,发车号,if_loaded,SKU长度,SKU宽度,SKU高度,load_parameter,车辆总容积(m3)
2562,2562,2562,862,1,30,14,21,0.66,45000
2563,2563,2563,862,1,30,14,21,0.66,45000
2564,2564,2564,862,1,30,14,21,0.66,45000
2565,2565,2565,863,0,31,18,18,0.8600000000000002,45000
2566,2566,2566,863,0,31,18,18,0.8600000000000002,45000
2567,2567,2567,863,0,31,18,18,0.8600000000000002,45000
2568,2568,2568,864,0,39,15,12,0.9600000000000004,45000
2569,2569,2569,864,0,39,15,12,0.9600000000000004,45000
2570,2570,2570,864,0,39,15,12,0.9600000000000004,45000
2571,2571,2571,864,0,25,20,26,0.9600000000000004,45000
2572,2572,2572,865,1,50,18,15,0.8800000000000002,45000
2573,2573,2573,865,1,50,18,15,0.8800000000000002,45000
2574,2574,2574,866,1,25,12,16,0.67,45000
2575,2575,2575,866,1,25,12,16,0.67,45000
2576,2576,2576,866,1,25,12,16,0.67,45000
2577,2577,2577,866,1,25,12,16,0.67,45000
2578,2578,2578,866,1,25,12,16,0.67,45000
2579,2579,2579,866,1,25,12,16,0.67,45000
2580,2580,2580,867,1,46,21,26,0.9700000000000004,45000
2581,2581,2581,868,0,43,12,24,0.8400000000000002,45000
2582,2582,2582,868,0,43,12,24,0.8400000000000002,45000
2583,2583,2583,868,0,43,12,24,0.8400000000000002,45000
2584,2584,2584,869,0,28,14,18,0.9200000000000004,45000
2585,2585,2585,869,0,28,14,18,0.9200000000000004,45000
2586,2586,2586,869,0,28,14,18,0.9200000000000004,45000
2587,2587,2587,869,0,28,14,18,0.9200000000000004,45000
2588,2588,2588,869,0,28,14,18,0.9200000000000004,45000
2589,2589,2589,870,0,54,17,16,0.9300000000000004,45000
2590,2590,2590,870,0,54,17,16,0.9300000000000004,45000
2591,2591,2591,871,1,45,18,27,0.6,45000
2592,2592,2592,872,0,42,20,12,0.8700000000000002,45000
2593,2593,2593,872,0,42,20,12,0.8700000000000002,45000
2594,2594,2594,872,0,42,20,12,0.8700000000000002,45000
2595,2595,2595,873,0,44,11,17,0.8500000000000002,45000
2596,2596,2596,873,0,44,11,17,0.8500000000000002,45000
2597,2597,2597,873,0,44,11,17,0.8500000000000002,45000
2598,2598,2598,873,0,44,11,17,0.8500000000000002,45000
2599,2599,2599,874,1,30,22,25,0.63,45000
2600,2600,2600,875,1,43,10,20,0.7600000000000001,45000
2601,2601,2601,875,1,43,10,20,0.7600000000000001,45000
2602,2602,2602,875,1,43,10,20,0.7600000000000001,45000
2603,2603,2603,876,0,27,21,25,0.9900000000000004,45000
2604,2604,2604,876,0,27,21,25,0.9900000000000004,45000
2605,2605,2605,876,0,27,21,25,0.9900000000000004,45000
2606,2606,2606,877,1,28,13,24,0.7700000000000001,45000
2607,2607,2607,877,1,28,13,24,0.7700000000000001,45000
2608,2608,2608,877,1,28,13,24,0.7700000000000001,45000
2609,2609,2609,878,0,24,20,27,0.9600000000000004,45000
2610,2610,2610,878,0,24,20,27,0.9600000000000004,45000
2611,2611,2611,878,0,24,20,27,0.9600000000000004,45000
2612,2612,2612,879,1,27,12,20,0.7100000000000001,45000
2613,2613,2613,879,1,27,12,20,0.7100000000000001,45000
2614,2614,2614,879,1,27,12,20,0.7100000000000001,45000
2615,2615,2615,879,1,27,12,20,0.7100000000000001,45000
2616,2616,2616,880,1,28,20,20,0.7400000000000001,45000
2617,2617,2617,880,1,28,20,20,0.7400000000000001,45000
2618,2618,2618,881,0,44,11,24,0.8300000000000002,45000
2619,2619,2619,881,0,44,11,24,0.8300000000000002,45000
2620,2620,2620,881,0,44,11,24,0.8300000000000002,45000
2621,2621,2621,882,0,44,12,22,0.9500000000000004,45000
2622,2622,2622,882,0,44,12,22,0.9500000000000004,45000
2623,2623,2623,882,0,44,12,22,0.9500000000000004,45000
2624,2624,2624,883,1,46,16,26,0.7900000000000001,45000
2625,2625,2625,884,0,41,19,26,0.9900000000000004,45000
2626,2626,2626,884,0,41,19,26,0.9900000000000004,45000
2627,2627,2627,885,0,34,10,23,1.0000000000000004,45000
2628,2628,2628,885,0,34,10,23,1.0000000000000004,45000
2629,2629,2629,885,0,34,10,23,1.0000000000000004,45000
2630,2630,2630,885,0,34,10,23,1.0000000000000004,45000
2631,2631,2631,885,0,34,10,23,1.0000000000000004,45000
2632,2632,2632,886,1,25,12,27,0.62,45000
2633,2633,2633,886,1,25,12,27,0.62,45000
2634,2634,2634,886,1,25,12,27,0.62,45000
2635,2635,2635,887,0,24,10,26,0.8600000000000002,45000
2636,2636,2636,887,0,24,10,26,0.8600000000000002,45000
2637,2637,2637,887,0,24,10,26,0.8600000000000002,45000
2638,2638,2638,887,0,24,10,26,0.8600000000000002,45000
2639,2639,2639,887,0,24,10,26,0.8600000000000002,45000
2640,2640,2640,887,0,24,10,26,0.8600000000000002,45000
2641,2641,2641,888,0,39,15,23,1.0000000000000004,45000
2642,2642,2642,888,0,39,15,23,1.0000000000000004,45000
2643,2643,2643,888,0,39,15,23,1.0000000000000004,45000
2644,2644,2644,889,0,50,12,22,0.9000000000000002,45000
2645,2645,2645,889,0,50,12,22,0.9000000000000002,45000
2646,2646,2646,889,0,50,12,22,0.9000000000000002,45000
2647,2647,2647,890,1,29,10,14,0.7200000000000001,45000
2648,2648,2648,890,1,29,10,14,0.7200000000000001,45000
2649,2649,2649,890,1,29,10,14,0.7200000000000001,45000
2650,2650,2650,890,1,29,10,14,0.7200000000000001,45000
2651,2651,2651,890,1,29,10,14,0.7200000000000001,45000
2652,2652,2652,890,1,29,10,14,0.7200000000000001,45000
2653,2653,2653,891,0,39,19,13,0.8600000000000002,45000
2654,2654,2654,891,0,39,19,13,0.8600000000000002,45000
2655,2655,2655,891,0,39,19,13,0.8600000000000002,45000
2656,2656,2656,891,0,39,19,13,0.8600000000000002,45000
2657,2657,2657,892,1,52,13,23,0.63,45000
2658,2658,2658,893,0,45,15,23,0.8600000000000002,45000
2659,2659,2659,893,0,45,15,23,0.8600000000000002,45000
2660,2660,2660,894,0,34,18,18,0.67,45000
2661,2661,2661,894,0,34,18,18,0.67,45000
2662,2662,2662,894,0,35,13,17,0.67,45000
2663,2663,2663,895,1,40,22,12,0.67,45000
2664,2664,2664,895,1,40,22,12,0.67,45000
2665,2665,2665,896,0,34,15,22,0.9100000000000004,45000
2666,2666,2666,896,0,34,15,22,0.9100000000000004,45000
2667,2667,2667,896,0,34,15,22,0.9100000000000004,45000
2668,2668,2668,897,1,46,19,27,0.9200000000000004,45000
2669,2669,2669,898,0,39,22,12,0.8500000000000002,45000
2670,2670,2670,898,0,39,22,12,0.8500000000000002,45000
2671,2671,2671,898,0,39,22,12,0.8500000000000002,45000
2672,2672,2672,899,0,38,13,23,0.7000000000000001,45000
2673,2673,2673,899,0,38,13,23,0.7000000000000001,45000
2674,2674,2674,900,1,24,12,27,0.7800000000000001,45000
2675,2675,2675,900,1,24,12,27,0.7800000000000001,45000
2676,2676,2676,900,1,24,12,27,0.7800000000000001,45000
2677,2677,2677,900,1,24,12,27,0.7800000000000001,45000
2678,2678,2678,901,0,52,11,21,0.8300000000000002,45000
2679,2679,2679,901,0,28,22,25,0.8300000000000002,45000
2680,2680,2680,902,0,37,11,20,0.64,45000
2681,2681,2681,902,0,37,11,20,0.64,45000
2682,2682,2682,902,0,37,11,20,0.64,45000
2683,2683,2683,903,0,27,21,17,1.0000000000000004,45000
2684,2684,2684,903,0,27,21,17,1.0000000000000004,45000
2685,2685,2685,903,0,27,21,17,1.0000000000000004,45000
2686,2686,2686,903,0,27,21,17,1.0000000000000004,45000
2687,2687,2687,904,0,38,21,25,0.9900000000000004,45000
2688,2688,2688,904,0,38,21,25,0.9900000000000004,45000
2689,2689,2689,905,0,30,16,18,0.9700000000000004,45000
2690,2690,2690,905,0,30,16,18,0.9700000000000004,45000
2691,2691,2691,905,0,30,16,18,0.9700000000000004,45000
2692,2692,2692,905,0,30,16,18,0.9700000000000004,45000
2693,2693,2693,905,0,30,16,18,0.9700000000000004,45000
2694,2694,2694,906,0,24,19,23,0.7000000000000001,45000
2695,2695,2695,906,0,24,19,23,0.7000000000000001,45000
2696,2696,2696,906,0,24,19,23,0.7000000000000001,45000
2697,2697,2697,907,1,24,13,16,0.7500000000000001,45000
2698,2698,2698,907,1,24,13,16,0.7500000000000001,45000
2699,2699,2699,907,1,24,13,16,0.7500000000000001,45000
2700,2700,2700,907,1,24,13,16,0.7500000000000001,45000
2701,2701,2701,907,1,24,13,16,0.7500000000000001,45000
2702,2702,2702,907,1,24,13,16,0.7500000000000001,45000
2703,2703,2703,908,1,30,11,15,0.67,45000
2704,2704,2704,908,1,30,11,15,0.67,45000
2705,2705,2705,908,1,30,11,15,0.67,45000
2706,2706,2706,908,1,30,11,15,0.67,45000
2707,2707,2707,908,1,30,11,15,0.67,45000
2708,2708,2708,908,1,30,11,15,0.67,45000
2709,2709,2709,909,1,29,17,25,0.8600000000000002,45000
2710,2710,2710,909,1,29,17,25,0.8600000000000002,45000
2711,2711,2711,909,1,29,17,25,0.8600000000000002,45000
2712,2712,2712,910,0,46,16,12,0.8800000000000002,45000
2713,2713,2713,910,0,46,16,12,0.8800000000000002,45000
2714,2714,2714,910,0,46,16,12,0.8800000000000002,45000
2715,2715,2715,910,0,46,16,12,0.8800000000000002,45000
2716,2716,2716,911,0,35,18,12,0.9900000000000004,45000
2717,2717,2717,911,0,35,18,12,0.9900000000000004,45000
2718,2718,2718,911,0,35,18,12,0.9900000000000004,45000
2719,2719,2719,911,0,35,18,12,0.9900000000000004,45000
2720,2720,2720,911,0,35,18,12,0.9900000000000004,45000
2721,2721,2721,912,1,29,10,14,0.8100000000000002,45000
2722,2722,2722,912,1,29,10,14,0.8100000000000002,45000
2723,2723,2723,912,1,29,10,14,0.8100000000000002,45000
2724,2724,2724,912,1,29,10,14,0.8100000000000002,45000
2725,2725,2725,912,1,29,10,14,0.8100000000000002,45000
2726,2726,2726,912,1,29,10,14,0.8100000000000002,45000
2727,2727,2727,912,1,29,10,14,0.8100000000000002,45000
2728,2728,2728,912,1,29,10,14,0.8100000000000002,45000
2729,2729,2729,913,0,53,12,22,0.8000000000000002,45000
2730,2730,2730,913,0,53,12,22,0.8000000000000002,45000
2731,2731,2731,913,0,30,17,15,0.8000000000000002,45000
2732,2732,2732,914,1,28,10,23,0.8000000000000002,45000
2733,2733,2733,914,1,28,10,23,0.8000000000000002,45000
2734,2734,2734,914,1,28,10,23,0.8000000000000002,45000
2735,2735,2735,914,1,28,10,23,0.8000000000000002,45000
2736,2736,2736,914,1,30,14,13,0.8000000000000002,45000
2737,2737,2737,915,0,31,10,15,0.66,45000
2738,2738,2738,915,0,40,11,17,0.66,45000
2739,2739,2739,915,0,38,14,22,0.66,45000
2740,2740,2740,916,0,28,17,14,0.9700000000000004,45000
2741,2741,2741,916,0,28,17,14,0.9700000000000004,45000
2742,2742,2742,916,0,28,17,14,0.9700000000000004,45000
2743,2743,2743,916,0,28,17,14,0.9700000000000004,45000
2744,2744,2744,916,0,26,11,20,0.9700000000000004,45000
2745,2745,2745,916,0,26,11,20,0.9700000000000004,45000
2746,2746,2746,917,0,31,15,27,0.65,45000
2747,2747,2747,917,0,31,15,27,0.65,45000
2748,2748,2748,918,0,37,22,24,0.9600000000000004,45000
2749,2749,2749,918,0,37,22,24,0.9600000000000004,45000
2750,2750,2750,919,1,51,17,23,0.65,45000
2751,2751,2751,920,0,38,10,21,0.7600000000000001,45000
2752,2752,2752,920,0,38,10,21,0.7600000000000001,45000
2753,2753,2753,920,0,41,16,15,0.7600000000000001,45000
2754,2754,2754,921,1,44,22,25,0.9000000000000002,45000
2755,2755,2755,922,1,24,13,12,0.7000000000000001,45000
2756,2756,2756,922,1,24,13,12,0.7000000000000001,45000
2757,2757,2757,922,1,24,13,12,0.7000000000000001,45000
2758,2758,2758,922,1,24,13,12,0.7000000000000001,45000
2759,2759,2759,922,1,24,13,12,0.7000000000000001,45000
2760,2760,2760,922,1,24,13,12,0.7000000000000001,45000
2761,2761,2761,922,1,24,13,12,0.7000000000000001,45000
2762,2762,2762,922,1,24,13,12,0.7000000000000001,45000
2763,2763,2763,923,0,44,14,19,0.8500000000000002,45000
2764,2764,2764,923,0,26,12,25,0.8500000000000002,45000
2765,2765,2765,923,0,34,19,14,0.8500000000000002,45000
2766,2766,2766,923,0,28,11,14,0.8500000000000002,45000
2767,2767,2767,924,0,25,14,20,0.7100000000000001,45000
2768,2768,2768,924,0,25,14,20,0.7100000000000001,45000
2769,2769,2769,924,0,25,14,20,0.7100000000000001,45000
2770,2770,2770,924,0,25,14,20,0.7100000000000001,45000
2771,2771,2771,925,1,51,12,26,0.8200000000000002,45000
2772,2772,2772,925,1,51,12,26,0.8200000000000002,45000
2773,2773,2773,926,0,40,15,17,0.8700000000000002,45000
2774,2774,2774,926,0,40,15,17,0.8700000000000002,45000
2775,2775,2775,926,0,40,15,17,0.8700000000000002,45000
2776,2776,2776,927,0,38,18,25,0.7900000000000001,45000
2777,2777,2777,927,0,38,18,25,0.7900000000000001,45000
2778,2778,2778,928,1,51,21,17,0.68,45000
2779,2779,2779,929,1,29,22,14,0.6900000000000001,45000
2780,2780,2780,929,1,29,22,14,0.6900000000000001,45000
2781,2781,2781,929,1,29,22,14,0.6900000000000001,45000
2782,2782,2782,930,0,45,14,14,0.7100000000000001,45000
2783,2783,2783,930,0,45,14,14,0.7100000000000001,45000
2784,2784,2784,930,0,45,14,14,0.7100000000000001,45000
2785,2785,2785,931,0,28,15,14,0.6900000000000001,45000
2786,2786,2786,931,0,28,15,14,0.6900000000000001,45000
2787,2787,2787,931,0,28,15,14,0.6900000000000001,45000
2788,2788,2788,931,0,28,15,14,0.6900000000000001,45000
2789,2789,2789,931,0,28,15,14,0.6900000000000001,45000
2790,2790,2790,932,0,41,13,19,0.7800000000000001,45000
2791,2791,2791,932,0,41,13,19,0.7800000000000001,45000
2792,2792,2792,932,0,41,13,19,0.7800000000000001,45000
2793,2793,2793,933,0,31,10,15,0.7800000000000001,45000
2794,2794,2794,933,0,31,10,15,0.7800000000000001,45000
2795,2795,2795,933,0,47,20,27,0.7800000000000001,45000
2796,2796,2796,934,1,28,22,27,0.7000000000000001,45000
2797,2797,2797,935,1,52,21,15,0.9000000000000002,45000
2798,2798,2798,935,1,52,21,15,0.9000000000000002,45000
2799,2799,2799,936,1,41,12,24,0.67,45000
2800,2800,2800,936,1,41,12,24,0.67,45000
2801,2801,2801,937,1,51,12,19,0.62,45000
2802,2802,2802,937,1,51,12,19,0.62,45000
2803,2803,2803,938,0,48,11,18,0.8600000000000002,45000
2804,2804,2804,938,0,48,11,18,0.8600000000000002,45000
2805,2805,2805,938,0,48,11,18,0.8600000000000002,45000
2806,2806,2806,938,0,48,11,18,0.8600000000000002,45000
2807,2807,2807,939,1,39,21,26,0.7500000000000001,45000
2808,2808,2808,940,1,42,19,23,0.7300000000000001,45000
2809,2809,2809,941,0,27,17,13,0.9200000000000004,45000
2810,2810,2810,941,0,27,17,13,0.9200000000000004,45000
2811,2811,2811,941,0,27,17,13,0.9200000000000004,45000
2812,2812,2812,941,0,27,17,13,0.9200000000000004,45000
2813,2813,2813,941,0,27,17,13,0.9200000000000004,45000
2814,2814,2814,941,0,27,17,13,0.9200000000000004,45000
2815,2815,2815,942,0,44,22,12,0.9200000000000004,45000
2816,2816,2816,942,0,52,18,24,0.9200000000000004,45000
2817,2817,2817,943,0,54,16,13,0.8200000000000002,45000
2818,2818,2818,943,0,54,16,13,0.8200000000000002,45000
2819,2819,2819,943,0,54,16,13,0.8200000000000002,45000
2820,2820,2820,944,0,29,17,16,0.8200000000000002,45000
2821,2821,2821,944,0,29,17,16,0.8200000000000002,45000
2822,2822,2822,944,0,29,17,16,0.8200000000000002,45000
2823,2823,2823,944,0,29,17,16,0.8200000000000002,45000
2824,2824,2824,945,1,40,18,24,0.68,45000
2825,2825,2825,946,1,54,10,19,0.8600000000000002,45000
2826,2826,2826,946,1,54,10,19,0.8600000000000002,45000
2827,2827,2827,946,1,54,10,19,0.8600000000000002,45000
2828,2828,2828,947,0,49,15,25,0.8700000000000002,45000
2829,2829,2829,947,0,49,15,25,0.8700000000000002,45000
2830,2830,2830,948,1,50,13,16,0.65,45000
2831,2831,2831,948,1,50,13,16,0.65,45000
2832,2832,2832,949,0,53,10,19,0.9400000000000004,45000
2833,2833,2833,949,0,53,10,19,0.9400000000000004,45000
2834,2834,2834,949,0,53,10,19,0.9400000000000004,45000
2835,2835,2835,949,0,53,10,19,0.9400000000000004,45000
2836,2836,2836,950,1,25,17,27,0.9500000000000004,45000
2837,2837,2837,950,1,25,17,27,0.9500000000000004,45000
2838,2838,2838,950,1,25,17,27,0.9500000000000004,45000
2839,2839,2839,951,1,48,12,22,0.7200000000000001,45000
2840,2840,2840,951,1,48,12,22,0.7200000000000001,45000
2841,2841,2841,952,1,51,18,14,0.8500000000000002,45000
2842,2842,2842,952,1,51,18,14,0.8500000000000002,45000
2843,2843,2843,953,0,40,11,24,0.8900000000000002,45000
2844,2844,2844,953,0,40,11,24,0.8900000000000002,45000
2845,2845,2845,953,0,40,11,24,0.8900000000000002,45000
2846,2846,2846,954,0,33,16,16,0.9100000000000004,45000
2847,2847,2847,954,0,33,16,16,0.9100000000000004,45000
2848,2848,2848,954,0,33,16,16,0.9100000000000004,45000
2849,2849,2849,954,0,33,16,16,0.9100000000000004,45000
2850,2850,2850,954,0,26,21,12,0.9100000000000004,45000
2851,2851,2851,955,1,51,11,24,0.67,45000
2852,2852,2852,955,1,51,11,24,0.67,45000
2853,2853,2853,956,1,47,17,22,0.68,45000
2854,2854,2854,957,0,48,15,18,0.66,45000
2855,2855,2855,957,0,48,15,18,0.66,45000
2856,2856,2856,958,0,44,15,23,0.8300000000000002,45000
2857,2857,2857,958,0,44,15,23,0.8300000000000002,45000
2858,2858,2858,959,0,36,15,27,0.9200000000000004,45000
2859,2859,2859,959,0,36,15,27,0.9200000000000004,45000
2860,2860,2860,960,0,24,15,13,0.9500000000000004,45000
2861,2861,2861,960,0,24,15,13,0.9500000000000004,45000
2862,2862,2862,960,0,24,15,13,0.9500000000000004,45000
2863,2863,2863,960,0,24,15,13,0.9500000000000004,45000
2864,2864,2864,960,0,31,16,12,0.9500000000000004,45000
2865,2865,2865,960,0,31,16,12,0.9500000000000004,45000
2866,2866,2866,960,0,31,16,12,0.9500000000000004,45000
2867,2867,2867,960,0,31,16,12,0.9500000000000004,45000
2868,2868,2868,961,0,40,21,12,0.8800000000000002,45000
2869,2869,2869,961,0,40,21,12,0.8800000000000002,45000
2870,2870,2870,961,0,40,21,12,0.8800000000000002,45000
2871,2871,2871,961,0,28,10,18,0.8800000000000002,45000
2872,2872,2872,962,0,32,17,16,0.7300000000000001,45000
2873,2873,2873,962,0,32,17,16,0.7300000000000001,45000
2874,2874,2874,962,0,32,17,16,0.7300000000000001,45000
2875,2875,2875,963,0,42,17,21,0.8200000000000002,45000
2876,2876,2876,963,0,42,17,21,0.8200000000000002,45000
2877,2877,2877,964,1,30,17,27,0.64,45000
2878,2878,2878,964,1,30,17,27,0.64,45000
2879,2879,2879,965,1,46,21,21,0.7900000000000001,45000
2880,2880,2880,966,0,44,14,18,0.63,45000
2881,2881,2881,966,0,44,14,18,0.63,45000
2882,2882,2882,967,0,49,19,20,0.8600000000000002,45000
2883,2883,2883,967,0,49,19,20,0.8600000000000002,45000
2884,2884,2884,968,0,41,13,21,0.7800000000000001,45000
2885,2885,2885,968,0,41,13,21,0.7800000000000001,45000
2886,2886,2886,968,0,41,13,21,0.7800000000000001,45000
2887,2887,2887,969,1,40,12,24,0.67,45000
2888,2888,2888,969,1,40,12,24,0.67,45000
2889,2889,2889,970,0,42,19,22,0.9100000000000004,45000
2890,2890,2890,970,0,42,19,22,0.9100000000000004,45000
2891,2891,2891,971,0,47,19,18,0.9800000000000004,45000
2892,2892,2892,971,0,47,19,18,0.9800000000000004,45000
2893,2893,2893,972,0,53,14,23,0.8200000000000002,45000
2894,2894,2894,972,0,53,14,23,0.8200000000000002,45000
2895,2895,2895,973,1,33,20,22,0.7600000000000001,45000
2896,2896,2896,974,0,49,10,16,0.9600000000000004,45000
2897,2897,2897,974,0,49,10,16,0.9600000000000004,45000
2898,2898,2898,974,0,49,10,16,0.9600000000000004,45000
2899,2899,2899,974,0,49,10,16,0.9600000000000004,45000
2900,2900,2900,974,0,38,10,26,0.9600000000000004,45000
2901,2901,2901,975,1,47,17,13,0.61,45000
2902,2902,2902,975,1,47,17,13,0.61,45000
2903,2903,2903,976,1,30,16,24,0.8200000000000002,45000
2904,2904,2904,976,1,30,16,24,0.8200000000000002,45000
2905,2905,2905,976,1,30,16,24,0.8200000000000002,45000
2906,2906,2906,977,0,49,15,12,0.8600000000000002,45000
2907,2907,2907,977,0,49,15,12,0.8600000000000002,45000
2908,2908,2908,977,0,49,15,12,0.8600000000000002,45000
2909,2909,2909,977,0,49,15,12,0.8600000000000002,45000
2910,2910,2910,978,0,45,16,22,0.9900000000000004,45000
2911,2911,2911,978,0,45,16,22,0.9900000000000004,45000
2912,2912,2912,979,0,52,21,18,1.0000000000000004,45000
2913,2913,2913,979,0,52,21,18,1.0000000000000004,45000
2914,2914,2914,980,0,37,13,24,0.66,45000
2915,2915,2915,980,0,37,13,24,0.66,45000
2916,2916,2916,981,0,31,17,22,0.67,45000
2917,2917,2917,981,0,31,17,22,0.67,45000
2918,2918,2918,982,0,41,15,18,0.8400000000000002,45000
2919,2919,2919,982,0,41,15,18,0.8400000000000002,45000
2920,2920,2920,982,0,41,15,18,0.8400000000000002,45000
2921,2921,2921,983,0,47,14,14,0.9600000000000004,45000
2922,2922,2922,983,0,34,16,15,0.9600000000000004,45000
2923,2923,2923,983,0,37,12,20,0.9600000000000004,45000
2924,2924,2924,984,0,41,20,23,0.8700000000000002,45000
2925,2925,2925,984,0,41,20,23,0.8700000000000002,45000
2926,2926,2926,985,1,47,20,20,0.8300000000000002,45000
2927,2927,2927,986,0,29,13,22,0.9600000000000004,45000
2928,2928,2928,986,0,29,13,22,0.9600000000000004,45000
2929,2929,2929,986,0,29,13,22,0.9600000000000004,45000
2930,2930,2930,986,0,29,13,22,0.9600000000000004,45000
2931,2931,2931,986,0,29,13,22,0.9600000000000004,45000
2932,2932,2932,987,0,31,16,16,0.9600000000000004,45000
2933,2933,2933,987,0,31,16,16,0.9600000000000004,45000
2934,2934,2934,987,0,31,16,16,0.9600000000000004,45000
2935,2935,2935,987,0,31,16,16,0.9600000000000004,45000
2936,2936,2936,987,0,31,16,16,0.9600000000000004,45000
2937,2937,2937,988,1,53,17,23,0.62,45000
2938,2938,2938,989,1,27,12,13,0.65,45000
2939,2939,2939,989,1,27,12,13,0.65,45000
2940,2940,2940,989,1,27,12,13,0.65,45000
2941,2941,2941,989,1,53,13,15,0.65,45000
2942,2942,2942,990,0,38,18,20,0.62,45000
2943,2943,2943,990,0,38,18,20,0.62,45000
2944,2944,2944,991,1,47,11,14,0.7100000000000001,45000
2945,2945,2945,991,1,47,11,14,0.7100000000000001,45000
2946,2946,2946,991,1,47,11,14,0.7100000000000001,45000
2947,2947,2947,991,1,47,11,14,0.7100000000000001,45000
2948,2948,2948,992,0,29,12,15,0.7800000000000001,45000
2949,2949,2949,992,0,29,12,15,0.7800000000000001,45000
2950,2950,2950,992,0,29,12,15,0.7800000000000001,45000
2951,2951,2951,992,0,29,12,15,0.7800000000000001,45000
2952,2952,2952,992,0,29,12,15,0.7800000000000001,45000
2953,2953,2953,992,0,29,12,15,0.7800000000000001,45000
2954,2954,2954,993,1,24,12,16,0.7600000000000001,45000
2955,2955,2955,993,1,24,12,16,0.7600000000000001,45000
2956,2956,2956,993,1,24,12,16,0.7600000000000001,45000
2957,2957,2957,993,1,24,12,16,0.7600000000000001,45000
2958,2958,2958,993,1,24,12,16,0.7600000000000001,45000
2959,2959,2959,993,1,24,12,16,0.7600000000000001,45000
2960,2960,2960,993,1,24,12,16,0.7600000000000001,45000
2961,2961,2961,994,0,27,14,20,0.7000000000000001,45000
2962,2962,2962,994,0,27,14,20,0.7000000000000001,45000
2963,2963,2963,994,0,27,14,20,0.7000000000000001,45000
2964,2964,2964,994,0,27,14,20,0.7000000000000001,45000
2965,2965,2965,995,0,52,14,27,0.8900000000000002,45000
2966,2966,2966,995,0,52,14,27,0.8900000000000002,45000
2967,2967,2967,996,1,51,16,25,0.8800000000000002,45000
2968,2968,2968,997,0,37,15,19,0.8100000000000002,45000
2969,2969,2969,997,0,37,15,19,0.8100000000000002,45000
2970,2970,2970,998,0,42,14,27,0.9100000000000004,45000
2971,2971,2971,998,0,42,14,27,0.9100000000000004,45000
2972,2972,2972,999,1,44,14,25,0.68,45000
2973,2973,2973,1000,0,32,15,23,0.8300000000000002,45000
2974,2974,2974,1000,0,32,15,23,0.8300000000000002,45000
2975,2975,2975,1000,0,32,15,23,0.8300000000000002,45000
2976,2976,2976,1001,1,51,11,17,0.7400000000000001,45000
2977,2977,2977,1001,1,51,11,17,0.7400000000000001,45000
2978,2978,2978,1001,1,51,11,17,0.7400000000000001,45000
2979,2979,2979,1002,1,42,21,25,0.7200000000000001,45000
2980,2980,2980,1003,1,53,19,16,0.62,45000
2981,2981,2981,1004,1,49,12,14,0.7200000000000001,45000
2982,2982,2982,1004,1,49,12,14,0.7200000000000001,45000
2983,2983,2983,1004,1,49,12,14,0.7200000000000001,45000
2984,2984,2984,1005,0,27,14,17,0.8900000000000002,45000
2985,2985,2985,1005,0,27,14,17,0.8900000000000002,45000
2986,2986,2986,1005,0,27,14,17,0.8900000000000002,45000
2987,2987,2987,1005,0,27,14,17,0.8900000000000002,45000
2988,2988,2988,1005,0,27,14,17,0.8900000000000002,45000
2989,2989,2989,1005,0,27,14,17,0.8900000000000002,45000
2990,2990,2990,1006,1,46,20,23,0.8800000000000002,45000
2991,2991,2991,1007,0,37,13,25,0.61,45000
2992,2992,2992,1007,0,37,13,25,0.61,45000
2993,2993,2993,1008,0,29,15,13,0.9000000000000002,45000
2994,2994,2994,1008,0,29,15,13,0.9000000000000002,45000
2995,2995,2995,1008,0,29,15,13,0.9000000000000002,45000
2996,2996,2996,1008,0,29,15,13,0.9000000000000002,45000
2997,2997,2997,1008,0,29,15,13,0.9000000000000002,45000
2998,2998,2998,1008,0,29,15,13,0.9000000000000002,45000
2999,2999,2999,1008,0,29,15,13,0.9000000000000002,45000
3000,3000,3000,1009,0,46,15,16,0.9100000000000004,45000
3001,3001,3001,1009,0,46,15,16,0.9100000000000004,45000
3002,3002,3002,1009,0,46,15,16,0.9100000000000004,45000
3003,3003,3003,1010,0,45,11,17,0.8300000000000002,45000
3004,3004,3004,1010,0,45,11,17,0.8300000000000002,45000
3005,3005,3005,1010,0,45,11,17,0.8300000000000002,45000
3006,3006,3006,1010,0,45,11,17,0.8300000000000002,45000
3007,3007,3007,1011,1,25,15,23,0.64,45000
3008,3008,3008,1011,1,25,15,23,0.64,45000
3009,3009,3009,1011,1,25,15,23,0.64,45000
3010,3010,3010,1012,1,24,12,20,0.66,45000
3011,3011,3011,1012,1,25,11,25,0.66,45000
3012,3012,3012,1012,1,29,19,14,0.66,45000
3013,3013,3013,1012,1,28,12,16,0.66,45000
3014,3014,3014,1013,1,26,18,20,0.8000000000000002,45000
3015,3015,3015,1013,1,26,18,20,0.8000000000000002,45000
3016,3016,3016,1013,1,26,18,20,0.8000000000000002,45000
3017,3017,3017,1014,1,51,19,25,0.9100000000000004,45000
3018,3018,3018,1015,0,35,21,21,0.9900000000000004,45000
3019,3019,3019,1015,0,35,21,21,0.9900000000000004,45000
3020,3020,3020,1016,0,43,19,17,0.9200000000000004,45000
3021,3021,3021,1016,0,43,19,17,0.9200000000000004,45000
